qa_date,fullname,basename,sampleID,filterID,sampletype,fieldworkerID,fieldworkernum,HHID,datestart,datetime_start,loggerID,shutdown_reason,dutycycle,AverageVolumetricFlowRate,RunTimeHrs,software_vers,datetime_start,filterID_upas,app_version
,,,,,,,,,,,,,,,,,,,
