HHID,startimemob,startdate_tsi,BeaconLoggerKmob,BeaconLoggerKFile,BeaconLoggerLmob,BeaconLoggerLFile,PATSKmob,PATSKEmXLSX,PATSLmob,lascarKmob,lascarKFile,lascarKEmXLSX,lascarLmob,lascarLFile,upasIDFile,upasFilterFile,upasFilterEmXLSX,lascarCFile,lascarCmob,lascar1File,lascar1EmXLSX,lascar2File,lascar2EmXLSX
,,,,,,,,,,,,,,,,,,,,,,,
